[28Nov2023 19:39:17.625] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeclientuserdev, --version, MOD_DEV, --assetIndex, 5, --assetsDir, /Users/haydenzamora/.gradle/caches/forge_gradle/assets, --gameDir, ., --fml.forgeVersion, 46.0.14, --fml.mcVersion, 1.20, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230608.053357]
[28Nov2023 19:39:17.627] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8.1 by Eclipse Adoptium; OS Mac OS X arch aarch64 version 12.4
[28Nov2023 19:39:17.712] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/Users/haydenzamora/.gradle/caches/modules-2/files-2.1/org.spongepowered/mixin/0.8.5/9d1c0c3a304ae6697ecd477218fa61b850bf57fc/mixin-0.8.5.jar%23119!/ Service=ModLauncher Env=CLIENT
[28Nov2023 19:39:17.947] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /Users/haydenzamora/.gradle/caches/modules-2/files-2.1/net.minecraftforge/javafmllanguage/1.20-46.0.14/a6405744022dfa25d0b0b60fadee46538a162723/javafmllanguage-1.20-46.0.14.jar is missing mods.toml file
[28Nov2023 19:39:17.948] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /Users/haydenzamora/.gradle/caches/modules-2/files-2.1/net.minecraftforge/lowcodelanguage/1.20-46.0.14/d85c3d3a835e85b26ebf1adf7604a180762119a7/lowcodelanguage-1.20-46.0.14.jar is missing mods.toml file
[28Nov2023 19:39:17.949] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /Users/haydenzamora/.gradle/caches/modules-2/files-2.1/net.minecraftforge/mclanguage/1.20-46.0.14/69e8fcee85250152d97775b0704885837b4b75fa/mclanguage-1.20-46.0.14.jar is missing mods.toml file
[28Nov2023 19:39:17.967] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /Users/haydenzamora/.gradle/caches/modules-2/files-2.1/net.minecraftforge/fmlcore/1.20-46.0.14/9d768efd192cfba2ab8d351cb392859ccf691710/fmlcore-1.20-46.0.14.jar is missing mods.toml file
[28Nov2023 19:39:18.010] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: No dependencies to load found. Skipping!
[28Nov2023 19:39:19.032] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[28Nov2023 19:39:19.037] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeclientuserdev' with arguments [--version, MOD_DEV, --gameDir, ., --assetsDir, /Users/haydenzamora/.gradle/caches/forge_gradle/assets, --assetIndex, 5]
[28Nov2023 19:39:19.427] [main/INFO] [mixin/]: Remapping refMap geckolib.refmap.json using /Users/haydenzamora/Documents/DarkCollectiveGit/build/createSrgToMcp/output.srg
[28Nov2023 19:39:22.595] [Datafixer Bootstrap/INFO] [com.mojang.datafixers.DataFixerBuilder/]: 188 Datafixer optimizations took 120 milliseconds
[28Nov2023 19:39:23.693] [Render thread/WARN] [net.minecraft.server.packs.VanillaPackResourcesBuilder/]: Assets URL 'union:/Users/haydenzamora/.gradle/caches/forge_gradle/minecraft_user_repo/net/minecraftforge/forge/1.20-46.0.14_mapped_official_1.20/forge-1.20-46.0.14_mapped_official_1.20-recomp.jar%23182!/assets/.mcassetsroot' uses unexpected schema
[28Nov2023 19:39:23.693] [Render thread/WARN] [net.minecraft.server.packs.VanillaPackResourcesBuilder/]: Assets URL 'union:/Users/haydenzamora/.gradle/caches/forge_gradle/minecraft_user_repo/net/minecraftforge/forge/1.20-46.0.14_mapped_official_1.20/forge-1.20-46.0.14_mapped_official_1.20-recomp.jar%23182!/data/.mcassetsroot' uses unexpected schema
[28Nov2023 19:39:23.718] [Render thread/INFO] [com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService/]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[28Nov2023 19:39:23.735] [Render thread/INFO] [net.minecraft.client.Minecraft/]: Setting user: Dev
[28Nov2023 19:39:23.838] [Render thread/INFO] [net.minecraft.client.Minecraft/]: Backend library: LWJGL version 3.3.1 build 7
[28Nov2023 19:39:24.508] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 46.0.14, for MC 1.20 with MCP 20230608.053357
[28Nov2023 19:39:24.510] [modloading-worker-0/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v46.0.14 Initialized
[28Nov2023 19:39:25.387] [Render thread/INFO] [net.minecraftforge.gametest.ForgeGameTestHooks/]: Enabled Gametest Namespaces: [darkcollective]
[28Nov2023 19:39:25.674] [Render thread/INFO] [net.minecraft.server.packs.resources.ReloadableResourceManager/]: Reloading ResourceManager: vanilla, mod_resources
[28Nov2023 19:39:26.161] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:textures/item/meteorite_guard 20.png, ignoring
[28Nov2023 19:39:26.161] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:textures/item/trivindium_crystal 7.png, ignoring
[28Nov2023 19:39:26.161] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_pickaxe 18.json, ignoring
[28Nov2023 19:39:26.161] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:textures/item/complex_energy_core 19.png, ignoring
[28Nov2023 19:39:26.161] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/mothership_energy_core 16.json, ignoring
[28Nov2023 19:39:26.161] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:textures/item/ultimate_energy_core 3.png, ignoring
[28Nov2023 19:39:26.161] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/steel_ingot 2.json, ignoring
[28Nov2023 19:39:26.161] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:textures/item/plasma_pickaxe 11.png, ignoring
[28Nov2023 19:39:26.161] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/ultimate_energy_core 28.json, ignoring
[28Nov2023 19:39:26.161] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:textures/item/advanced_energy_core 21.png, ignoring
[28Nov2023 19:39:26.161] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_hoe 27.json, ignoring
[28Nov2023 19:39:26.161] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:textures/item/aernium_shovel 9.png, ignoring
[28Nov2023 19:39:26.161] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/titanium_nugget 2.json, ignoring
[28Nov2023 19:39:26.161] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:textures/item/plasma_hoe 12.png, ignoring
[28Nov2023 19:39:26.161] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:textures/item/trivindium_crystal 16.png, ignoring
[28Nov2023 19:39:26.161] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:textures/item/plasma_bread 20.png, ignoring
[28Nov2023 19:39:26.161] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:textures/item/plasma_emitter 8.png, ignoring
[28Nov2023 19:39:26.161] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/mothership_whitebricks 18.json, ignoring
[28Nov2023 19:39:26.161] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:textures/item/plasma_bread 22.png, ignoring
[28Nov2023 19:39:26.162] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_block 10.json, ignoring
[28Nov2023 19:39:26.162] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:textures/item/trivindium_crystal 14.png, ignoring
[28Nov2023 19:39:26.162] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_emission_head 25.json, ignoring
[28Nov2023 19:39:26.162] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/black_stand 20.json, ignoring
[28Nov2023 19:39:26.162] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:textures/item/aernium_axe 19.png, ignoring
[28Nov2023 19:39:26.162] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/atrivium_dust 4.json, ignoring
[28Nov2023 19:39:26.163] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:textures/item/plasma_axe 9.png, ignoring
[28Nov2023 19:39:26.163] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/black_stand 2.json, ignoring
[28Nov2023 19:39:26.163] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/ore_refinerymk1 12.json, ignoring
[28Nov2023 19:39:26.163] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/trivindium_ore 9.json, ignoring
[28Nov2023 19:39:26.164] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/bottle_actrivium 4.json, ignoring
[28Nov2023 19:39:26.164] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_axe 3.json, ignoring
[28Nov2023 19:39:26.164] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_emission_blade 12.json, ignoring
[28Nov2023 19:39:26.164] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_concentrator 11.json, ignoring
[28Nov2023 19:39:26.164] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/trivindium_crystal 14.json, ignoring
[28Nov2023 19:39:26.165] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_emission_head 5.json, ignoring
[28Nov2023 19:39:26.165] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_emission_head 13.json, ignoring
[28Nov2023 19:39:26.165] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:textures/item/plasma_hoe 10.png, ignoring
[28Nov2023 19:39:26.165] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_block 26.json, ignoring
[28Nov2023 19:39:26.165] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_sword 18.json, ignoring
[28Nov2023 19:39:26.166] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_hoe 11.json, ignoring
[28Nov2023 19:39:26.166] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_sword 4.json, ignoring
[28Nov2023 19:39:26.166] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:textures/item/plasma_sword 2.png, ignoring
[28Nov2023 19:39:26.166] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/mothership_energy_core 20.json, ignoring
[28Nov2023 19:39:26.166] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/atrivium_dust 17.json, ignoring
[28Nov2023 19:39:26.167] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/actrivium_ore 8.json, ignoring
[28Nov2023 19:39:26.167] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/basic_energy_core 17.json, ignoring
[28Nov2023 19:39:26.167] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/atrivium_ore 5.json, ignoring
[28Nov2023 19:39:26.167] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_shovel 6.json, ignoring
[28Nov2023 19:39:26.167] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_axe 3.json, ignoring
[28Nov2023 19:39:26.167] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/steel_nugget 3.json, ignoring
[28Nov2023 19:39:26.167] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/meteorite_stock 24.json, ignoring
[28Nov2023 19:39:26.167] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/meteorite_stone 9.json, ignoring
[28Nov2023 19:39:26.167] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/trivindium_ore 17.json, ignoring
[28Nov2023 19:39:26.168] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/advintinium_gems 6.json, ignoring
[28Nov2023 19:39:26.168] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_pickaxemk1 10.json, ignoring
[28Nov2023 19:39:26.168] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_emitter 26.json, ignoring
[28Nov2023 19:39:26.168] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_swordmk1 12.json, ignoring
[28Nov2023 19:39:26.168] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_axemk1 8.json, ignoring
[28Nov2023 19:39:26.168] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_shovel 20.json, ignoring
[28Nov2023 19:39:26.168] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_ore 24.json, ignoring
[28Nov2023 19:39:26.168] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/meteorite_stock 6.json, ignoring
[28Nov2023 19:39:26.168] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/ultimate_energy_core 4.json, ignoring
[28Nov2023 19:39:26.168] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/meteorite_stone 27.json, ignoring
[28Nov2023 19:39:26.168] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_ingot 9.json, ignoring
[28Nov2023 19:39:26.169] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_shovelmk1 14.json, ignoring
[28Nov2023 19:39:26.169] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/bottle_actrivium 21.json, ignoring
[28Nov2023 19:39:26.169] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_axe 30.json, ignoring
[28Nov2023 19:39:26.169] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/advanced_energy_core 24.json, ignoring
[28Nov2023 19:39:26.169] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_pickaxe 3.json, ignoring
[28Nov2023 19:39:26.169] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/meteorite_handle 27.json, ignoring
[28Nov2023 19:39:26.169] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_emission_blade 28.json, ignoring
[28Nov2023 19:39:26.169] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_ingot 20.json, ignoring
[28Nov2023 19:39:26.169] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_axemk1 10.json, ignoring
[28Nov2023 19:39:26.169] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/meteorite_cobblestone 21.json, ignoring
[28Nov2023 19:39:26.169] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_shovelmk1 2.json, ignoring
[28Nov2023 19:39:26.169] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_pickaxe 14.json, ignoring
[28Nov2023 19:39:26.169] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/advintinium_gems 11.json, ignoring
[28Nov2023 19:39:26.170] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/mothership_darktiles 16.json, ignoring
[28Nov2023 19:39:26.170] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_axe 26.json, ignoring
[28Nov2023 19:39:26.170] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/atrivium_ore 10.json, ignoring
[28Nov2023 19:39:26.170] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/mothership_darktiles 3.json, ignoring
[28Nov2023 19:39:26.170] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_bread 21.json, ignoring
[28Nov2023 19:39:26.170] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/ultimate_energy_core 24.json, ignoring
[28Nov2023 19:39:26.170] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/complex_energy_core 17.json, ignoring
[28Nov2023 19:39:26.170] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_sword 22.json, ignoring
[28Nov2023 19:39:26.170] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/mothership_whitebricks 14.json, ignoring
[28Nov2023 19:39:26.170] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/meteorite_guard 11.json, ignoring
[28Nov2023 19:39:26.170] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/mothership_whitebricks 2.json, ignoring
[28Nov2023 19:39:26.170] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/mothership_darktiles 8.json, ignoring
[28Nov2023 19:39:26.170] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_hoe 20.json, ignoring
[28Nov2023 19:39:26.170] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_block 17.json, ignoring
[28Nov2023 19:39:26.170] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_emission_head 22.json, ignoring
[28Nov2023 19:39:26.171] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_sword 29.json, ignoring
[28Nov2023 19:39:26.171] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_hoemk1 7.json, ignoring
[28Nov2023 19:39:26.171] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/mothership_energy_core 11.json, ignoring
[28Nov2023 19:39:26.171] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/mothership_whitebricks 9.json, ignoring
[28Nov2023 19:39:26.171] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/ore_refinerymk1 7.json, ignoring
[28Nov2023 19:39:26.171] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/basic_energy_core 26.json, ignoring
[28Nov2023 19:39:26.171] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/advanced_energy_core 5.json, ignoring
[28Nov2023 19:39:26.171] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/white_brick_lamp 15.json, ignoring
[28Nov2023 19:39:26.171] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_shovelmk1 9.json, ignoring
[28Nov2023 19:39:26.171] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_pickaxe 6.json, ignoring
[28Nov2023 19:39:26.171] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/atrivium_dust 26.json, ignoring
[28Nov2023 19:39:26.171] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/meteorite_stock 15.json, ignoring
[28Nov2023 19:39:26.172] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/complex_energy_core 4.json, ignoring
[28Nov2023 19:39:26.172] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/trivindium_ore 26.json, ignoring
[28Nov2023 19:39:26.172] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/mothership_darktiles2 10.json, ignoring
[28Nov2023 19:39:26.172] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:textures/item/advanced_energy_core 23.png, ignoring
[28Nov2023 19:39:26.173] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/basic_energy_core 30.json, ignoring
[28Nov2023 19:39:26.173] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/mothership_darktiles2 5.json, ignoring
[28Nov2023 19:39:26.173] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:textures/item/plasma_pickaxe 13.png, ignoring
[28Nov2023 19:39:26.174] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_ingot 2.json, ignoring
[28Nov2023 19:39:26.174] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/black_stand 11.json, ignoring
[28Nov2023 19:39:26.174] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_concentrator 20.json, ignoring
[28Nov2023 19:39:26.174] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_pickaxe 8.json, ignoring
[28Nov2023 19:39:26.174] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_hoemk1 17.json, ignoring
[28Nov2023 19:39:26.174] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_emission_blade 23.json, ignoring
[28Nov2023 19:39:26.174] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_concentrator 6.json, ignoring
[28Nov2023 19:39:26.175] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_sword 5.json, ignoring
[28Nov2023 19:39:26.175] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/trivindium_crystal 25.json, ignoring
[28Nov2023 19:39:26.175] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_axemk1 3.json, ignoring
[28Nov2023 19:39:26.175] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/white_brick_lamp 7.json, ignoring
[28Nov2023 19:39:26.175] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_canister 2.json, ignoring
[28Nov2023 19:39:26.175] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_pickaxe 25.json, ignoring
[28Nov2023 19:39:26.175] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_ingot 11.json, ignoring
[28Nov2023 19:39:26.175] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/actrivium_ore 3.json, ignoring
[28Nov2023 19:39:26.175] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/meteorite_cobblestone 10.json, ignoring
[28Nov2023 19:39:26.175] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/basic_energy_core 5.json, ignoring
[28Nov2023 19:39:26.175] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/atrivium_ore 21.json, ignoring
[28Nov2023 19:39:26.175] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_axe 8.json, ignoring
[28Nov2023 19:39:26.175] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/advintinium_gems 20.json, ignoring
[28Nov2023 19:39:26.176] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_axe 17.json, ignoring
[28Nov2023 19:39:26.176] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/meteorite_stone 2.json, ignoring
[28Nov2023 19:39:26.176] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_emission_head 18.json, ignoring
[28Nov2023 19:39:26.176] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/aernium_sword 13.json, ignoring
[28Nov2023 19:39:26.176] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/plasma_bread 10.json, ignoring
[28Nov2023 19:39:26.176] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/complex_energy_core 26.json, ignoring
[28Nov2023 19:39:26.176] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/ultimate_energy_core 15.json, ignoring
[28Nov2023 19:39:26.176] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/meteorite_guard 5.json, ignoring
[28Nov2023 19:39:26.176] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/meteorite_guard 20.json, ignoring
[28Nov2023 19:39:26.176] [Worker-Main-7/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:models/item/actrivium_ore 16.json, ignoring
